price,surface,piece,rooms,bathroom,address,description,more_features_1_dict,more_features_2_dict
1 062 700 DH,112 m²,3 Pièces,2 Chambres,1 Salle de bain,Sidi Maarouf à Casablanca,"Appartement à vendre à Sidi Maarouf. 2 chambres agréables
Découvrez cet appartement à vendre. Prix 1 062 700 DH. 3 pièces, 1 salle de bains, 112 m². 2 chambres à coucher. Nouveau.

Cet appartement est proposé à la vente à Sidi Maarouf, Casablanca.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'État\nFinalisé': 'État\nFinalisé'}",{}
913 100 DH,60 m²,1 Salle de bain,,,Hay Hassani à Casablanca,"Plateau bureau à vendre en plein quartier Hay Hassani
Missimi Office le nouveau standard professionnel en plein cœur de la ville de Casablanca.

Situé au quartier de Hay Hassani, à 2 pas de Marjane et à 6 min de la station du tramway, ce projet unique incarne l'alliance parfaite entre design moderne, prestations de standing.

Missimi office vise à concevoir et mettre en œuvre une nouvelle gamme de plateaux de bureaux pour améliorer l'efficacité, le confort et l'esthétique des espaces de travail. Ce projet répond à la nécessité croissante d'espaces de travail flexibles qui favorisent la productivité et le bien-être des utilisateurs.

Les plateaux bureaux offrent des prestations de standing et un design moderne qui s’intègrent harmonieusement dans différents styles d’aménagement de bureaux.

Les superficies varient entre 48m2 et 66m2 à partir de 14 000 DH/m2.

Pour en savoir plus sur ce projet unique ou pour organiser une visite personnalisée, contactez nous dès aujourd'hui sur le 05 200 100 00.","{'Type de bien\nBureau': 'Type de bien\nBureau', 'Etat\nNouveau': 'Etat\nNouveau', 'Étage du bien\n8ème': 'Étage du bien\n8ème', 'Standing\nMoyen standing': 'Standing\nMoyen standing', 'État\nEn cours de construction': 'État\nEn cours de construction', 'Livraison:\naoût 2024': 'Livraison:\naoût 2024'}",{}
894 400 DH,71 m²,3 Pièces,2 Chambres,2 Salles de bains,Aïn Sebaâ à Casablanca,"Très bel appartement à vendre à Ain Sebaa
Charmant appartement de 71 m² composé de 2 chambres, à un prix de 894 000 MAD.

3 pièces lumineuses.

Idéal si vous souhaitez acheter un appartement à Casablanca plus précisément à Ain Sbaa.

Les Jardins de Ain Sebaâ Tranche 2 vous propose des appartements de standing d’une superficie allant de 71 à 96 m², et ce, à un prix 100% déclaré débutant à 802 000 DH !

Entourée d’espaces verts, cette résidence fermée et sécurisée à taille humaine est composée de 2 immeubles pour un total de 45 appartements de standing. Votre confort et votre sécurité n’y ont pas été pris à la légère puisque vous bénéficierez de : ascenseurs de la marque SCHINDLER, caméras de surveillance, parking au sous-sol…

Votre futur appartement doté des finitions que vous attendiez !

De par leurs finitions et leurs équipements de qualité, ces appartements de 2 ou 3 chambres vous feront jouir d’un bien-être inégalé.
- Carrelage de qualité dans tout l’appartement
- Porte d’entrée et portes intérieures isoplanes
- Cuisine équipée d’un trio (hotte, four et plaque de cuisson)
- Salle de bain fonctionnelle : douche à l’italienne, WC suspendu...

Un quartier qui vous séduira par son dynamisme et sa position stratégique !

Ain Sebaâ, le quartier dans lequel est implanté la résidence fermée et sécurisée Les Jardins de Ain Sebaâ Tranche 2, est très prisé aussi bien par les jeunes actifs que par les familles. Proche des principales artères de Casablanca et de toutes les commodités, ce dernier vous facilitera à coup sûr votre quotidien.

Ainsi, en optant pour Les Jardins de Ain Sebaâ Tranche 2, vous allez bénéficier d’une proximité avec les commodités suivantes :
- Écoles : crèches, primaires, collèges et lycées
- Universités et écoles supérieures : Faculté de Ain Sebaâ, ENCG, EFA...
- Supermarchés et hypermarchés
- Divertissement : parcs de jeux, zoo, jardins publics...
- Moyens de transport : train, tramway, bus et taxis
- Centres commerciaux : Tachfine Center, Marina Mall
- Mosquées
- Sorties d’autoroutes

Convaincus ? Contactez sans plus attendre nos conseillers et achetez votre appartement 100% déclaré à la résidence Les Jardins de Ain Sebaâ Tranche 2 !","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nMoyen standing': 'Standing\nMoyen standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Ascenseur': 'Ascenseur', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}"
45 000 000 DH,2500 m²,7 Pièces,5 Chambres,4 Salles de bains,Anfa Supérieur à Casablanca,"Villa à démolir à vendre sur Anfa Supérieur
Villa à vendre à démolir située à Anfa supérieur.

Beau Terrain de 2500 m2 à un prix très interessant.

NB: Le terrain est non morcelable.

Veuillez nous contacter par Whatsapp","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nÀ rénover': 'Etat\nÀ rénover', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an""}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Piscine': 'Piscine', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité'}"
2 500 000 DH,176 m²,5 Pièces,3 Chambres,3 Salles de bains,Mers Sultan à Casablanca,"Un Magnifique Appartement a vendre sur Casablanca
Au cœur du prestigieux quartier 2 Mars / Mers Sultan,
nous mettons à la vente cet appartement de luxe, à proximité immédiate des commodités (superettes, banques, écoles, shopping, transports, restaurants...). Une adresse qui allie prestige et praticité.

L'appartement, bien spacieux, de 176 m² se compose de :
3 chambres climatisées, dont une suite parentale avec dressing,
un double salon élégant agrémenté de parquet haut de gamme,
2 salles de bain, les deux équipées d'un jacuzzi pour un confort absolu,
une cuisine spacieuse avec de nombreuses possibilités de personnalisation,
et
2 balcons sans vis-à-vis offrant une vue dégagée et une luminosité naturelle exceptionnelle.

L'appartement est équipé de :
climatisation dans toutes les pièces, parquet moderne pour une ambiance chic et chaleureuse,
double vitrage pour une isolation phonique et thermique optimale,

Un parking de 15 m² titré. La résidence est sécurisée avec gardien.
Prix de syndic abordable : 300 DH par mois.
Le quartier est calme et sans nuisances sonores.

Cet appartement représente un investissement de premier plan : le quartier prisé de 2 Mars assure une forte demande locative et une valorisation durable de votre bien.

Sans frais d'agence et sans comission d'agent immobilier

Pour plus d'infos ou pour une visite, veuillez nous contacter","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Cheminée': 'Cheminée', 'Climatisation': 'Climatisation', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}"
1 159 160 DH,119 m²,3 Pièces,2 Chambres,1 Salle de bain,Sidi Maarouf à Casablanca,"Vend appartement à Sidi Maarouf. Surface de 119 m²
Ne laissez pas passer cet appartement à vendre. Prix 1 159 160 DH. 2 chambres, 1 salle de bains, superficie 119 m². 3 pièces. Nouveau.

Cet appartement est proposé à la vente à Sidi Maarouf, Casablanca.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'État\nFinalisé': 'État\nFinalisé'}",{}
1 458 000 DH,118 m²,3 Pièces,2 Chambres,1 Salle de bain,Sidi Maarouf à Casablanca,"Appartement en vente à Sidi Maarouf. Surface totale 118 m²
Appartement idéal à la vente. Prix 1 458 000 DH. 3 pièces, 1 salle de bains, 118 m². 2 chambres. Nouveau. Avec ascenseur.

Cet appartement est en vente à Sidi Maarouf, Casablanca.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}",{'Ascenseur': 'Ascenseur'}
1 212 000 DH,53 m²,2 Pièces,1 Chambre,1 Salle de bain,Riviera à Casablanca,"Beau studio à vendre à Casablanca
Que vous soyez jeune actif, investisseur ou simplement à la recherche de votre futur logement à Casablanca, le projet Studio Blue skies vous propose des biens qui correspondent en tous points à vos attentes

Plus qu’un simple projet, Blue Skies correspondra à l’ensemble de vos attentes, en termes d’emplacement, de finitions et de cadre de vie,

Un véritable havre de paix au sein du quartier Riviera, Blue Skies met à votre disposition des studios F2 haut standing dont les superficies varient entre 40 m² et 65 m² à partir de 972 000 DH et 100% déclaré.

Grâce à sa double façade, ce projet vous offre la lumière naturelle durant toute la journée et met également à votre disposition un parking en deux sous-sols.

Les studios du projet Blue Skies proposent des agencements minutieusement étudiés, des équipements de qualité et des finitions vertueuses :

- Revêtement des sols de la chambre et le salon en Parquet Egger Laminate Pro
- Peinture
- Cuisine équipée d’un trio
- Double Vitrage
- Rooftop aménagé
- Climatisation centralisée

L’emplacement idéal dont bénéficie Blue Skies vous fait profiter d’une proximité immédiate avec l’ensemble des commodités dont vous pourrez avoir besoin :

- A 1 min du croisement Bd Ghandi & Route El Jadida
- A 8 min de la Gare ferroviaire Casa Oasis
- Supermarché et commerces
- Cafés et restaurants

Investir ou habiter dans le projet Blue Skies, c’est faire un choix gagnant à tous les coups ! Pour plus d’informations, n’hésitez pas à nous contacter.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'Orientation\nNord': 'Orientation\nNord', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Climatisation': 'Climatisation', 'Double vitrage': 'Double vitrage', 'Cuisine équipée': 'Cuisine équipée'}"
10 500 000 DH,557 m²,6 Pièces,5 Chambres,4 Salles de bains,CIL (Hay Salam) à Casablanca,"Villa habitation ou usage professionnel a vendre a cil
Raffinement et confort pour cette villa à vendre. Habitation ou bien Usage bureau Prix 10 500 000 DH. 5 chambres, 4 salles de bains, surface 557 m². 6 pièces lumineuses. Bon état. En plus d'une terrasse, dispose également d'un jardin et d'un parking.

Venez découvrir sans hésiter cette villa à CIL (Hay Salam). Confort absolu avec piscine et climatisation. Sécurité maximale avec porte blindée.

Contactez-nous si vous êtes intéressé par cette villa à Casablanca. Cuisine bien équipée. Spacieux salon européen.","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nBon état': 'Etat\nBon état'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Piscine': 'Piscine', 'Salon européen': 'Salon européen', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée'}"
4 400 000 DH,169 m²,3 Pièces,2 Chambres,2 Salles de bains,Anfa à Casablanca,"Appartement à l'achat à Anfa. Superficie 169 m²
Anfa Place Living Resort est un projet immobilier haut de gamme situé dans le quartier prestigieux d'Anfa à Casablanca, au Maroc. Il s'agit d'un complexe immobilier étendu sur une superficie de 7 hectares offrant une vue panoramique imprenable sur la ville et l'océan Atlantique. Le projet propose des appartements luxueux allant du studio au penthouse de 5 chambres, ainsi que des villas avec jardins privés et piscines.

Les résidents bénéficient d'un large éventail d'équipements haut de gamme tels qu'un centre de remise en forme, un spa, une piscine intérieure et extérieure, des terrains de sport, des restaurants et des boutiques. Anfa Place Living Resort a été conçu pour offrir un style de vie exclusif et moderne, avec des espaces de vie spacieux et lumineux, des finitions haut de gamme et une attention particulière portée à chaque détail.

Le complexe immobilier est entièrement sécurisé et propose un service de conciergerie disponible 24h/24 pour répondre aux besoins des résidents. Nos équipes sont à votre disposition pour vous fournir toutes les informations nécessaires et vous recevoir dans notre bureau de vente sur place.

Anfa Place Living Resort est un projet immobilier de prestige offrant un cadre de vie exceptionnel à Casablanca, avec des équipements de qualité supérieure et une vue panoramique imprenable sur la ville et l'océan.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé', 'Livraison:\njuin 2023': 'Livraison:\njuin 2023'}","{'Piscine': 'Piscine', 'Concierge': 'Concierge', 'Four': 'Four'}"
