price,surface,piece,rooms,bathroom,address,description,more_features_1_dict,more_features_2_dict
8 500 DH,60 m²,1 Salle de bain,,,Ain Borja à Casablanca,"Local commercial de 60m² en vente, Les Jardins de Belvédère
Complexe résidentiel et commercial composé de 4 tranches construites autour de grands jardins, où les enfants peuvent jouer en toute quiétude.

Entièrement sécurisée, la Résidence « Les Jardins de Belvédère » se situe idéalement dans le quartier de Belvédère et est à quelques minutes de plusieurs centres d’intérêts, dont la gare Casa-Voyageurs, la gare routière de Ouled Ziane, le quartier de la Gironde et le centre commercial Tachfine Center (Marjane, multi-enseignes et food court).

Les appartements, avec des finitions de haut niveau sont commercialisés à partir de 9 800 Dh/m², et sont composés de 2 ou 3 chambres à coucher, salon, cuisine équipée et salle de bain.

Chaque appartement est doté d'une place au parking titrée.

Les surfaces varient entre 65 à 116 m².

Les locaux commerciaux, vendus à partir de 8 500 Dh/m², sont idéals pour des commerces de proximités ( bureau du tabac, snack, droguerie, salon de coiffure/spa,etc.) ou bureaux pour professions libérales (avocat, notaire, médecin, paramédical, architecte, géomètre, agent d'assurance...). Un des locaux est destiné à accueillir une crèche ou une salle de sport.

Les surfaces varient entre 55 à 197 m².

- Le projet est à 90% commercialisé.

- Le projet est livré et les titres fonciers sont disponibles.

- Le bureau de vente sur place est ouvert 7/7.","{'Type de bien\nLocal commercial': 'Type de bien\nLocal commercial', 'Etat\nNouveau': 'Etat\nNouveau'}","{'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}"
8 500 000 DH,639 m²,9 Pièces,4 Chambres,5 Salles de bains,Laymoune à Casablanca,"Villa à Vendre à Laymoune Villa
A vendre une villa dans une rue calme perpendiculaire au Bd Laymoun et proche du tram .600 m² Construits sur un terrain de 639 m². Belle exposition ensoleillée toute la journée Rdc : salon marocain, salon européen donnant sur une terrasse, coin cheminée, vestiaire invités, espace salle à manger, séjour attenant à la cuisine et lavatory: La cuisine est ouverte sur une cour anglaise Etage :3 chambres avec balcon, placards et salle de bain commune d'un côté et de l'autre l'appartement des parents avec une grande chambre avec terrasse, salle de bain, grand dressing et un bureau. Sous-sol : hammam, grande cuisine, chambre de personnel avec salle de bain, chambres et dépendances Garage pour 4 voitures avec espace gardien Jardin tout autour de la maison","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n20-30 ans': 'Etat du bien\n20-30 ans', 'Orientation\nOuest': 'Orientation\nOuest', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Cheminée': 'Cheminée'}"
4 400 000 DH,410 m²,5 Pièces,5 Chambres,4 Salles de bains,Mandarona à Casablanca,"Villa ensoleillée à vendre Quartier Florida
Villa ensoleillée des deux façades, d'une superficie de 250m² de terrain et 410m² habitables répartis sur trois niveaux.
Le sous-sol aménagé comprend une suite parentale avec salle de bain et dressing, un salon, une cuisine de 7/5, un garage avec espace de rangement et sanitaires, ainsi qu'une petite terrasse donnant sur le jardin.
Au rez-de-chaussée, espace de réception avec cheminée, quatre salons dont deux ouverts sur balcon et jardin intérieur, et deux autres sur l'entrée principale et le jardin extérieur, avec puits dans le jardin intérieur.
Au premier étage, trois chambres à coucher, une salle de bain, et une suite parentale avec salle de bain et balcon donnant sur le jardin intérieur.
Enfin, une terrasse au dernier étage complète cette propriété.

Possibilité de vente avec meubles.
Prix négociable.","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n20-30 ans': 'Etat du bien\n20-30 ans', 'Orientation\nEst': 'Orientation\nEst', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Chambre rangement': 'Chambre rangement', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Cheminée': 'Cheminée', 'Sécurité': 'Sécurité'}"
Prix à consulter,76 m²,3 Pièces,5 Chambres,3 Salles de bains,Bernoussi à Casablanca,"3 houses, 2 bathrooms, living room and kitchen
An apartment of 3 houses, 2 bathrooms, a living room, and a place according to their kitchen","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n4ème': 'Étage du bien\n4ème'}","{'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Cuisine équipée': 'Cuisine équipée'}"
670 000 DH,56 m²,2 Pièces,2 Chambres,1 Salle de bain,Oulfa à Casablanca,"Appart moyen standing a vendre a Farah Salam
On met a vendre cet Appartement moyen standing de 56 m fiha 2 chambres . Salle de bain . Cuisine . Salon et aussi Garage et ascenseur

Kayna f etage 2 et ensoleillé toute la journée

Li bgha video isifat liya f whatsapp","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Etat du bien\n5-10 ans': 'Etat du bien\n5-10 ans', 'Étage du bien\n2ème': 'Étage du bien\n2ème', 'Orientation\nSud': 'Orientation\nSud'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur'}"
50 000 000 DH,313 m²,48 Salles de bains,,,Mers Sultan à Casablanca,"Très bel hotel à vendre, liberté, casablanca
Ref HV1dan / TRÈS BEL HOTEL À VENDRE, 40 chambres, LIBERTÉ, CASABLANCA, 50 MDH

Il s’agit d’un hôtel 4 étoiles construit sur un terrain de 313 m2 sur 7 niveaux ( sous-sol, RDC et 5 étages). Situé au Centre ville sur Benjdya

Le taux de remplissage est de 99%

L’hôtel est très bien orienté, Bien dégagé, Avec une Top hauteur sous Plafond

L’hôtel comporte 40 chambres réparties en chambres de luxes, supérieures et normales, une très belle réception, un restaurant (180 m2 ), une salle de conférence (120 m2 ) et une salle de sport

Il est également doté de 23 caméras, de panneaux solaires qui permettent une économie d’énergie de 40%, et d’un ascenseur de marque Schindler pour 7 personnes

Tous les matériaux utilisés sont des produits haut de gamme

L’effectif actuel est de 25 personnes

Il y a des partenariats avec des agences de voyages (MHT, Complet Tours, Recept Tours, SAMA, Elysee Tours, …) et avec Extranet (Booking, Expedia, Hotel BEDS, hotel.com, …)

PRIX DE VENTE : 50 000 000 DHS
Frais d’agence 2,5% HT

Agence UNIVERS FONCIER
(réf du bien HV1dan)","{'Type de bien\nLocal commercial': 'Type de bien\nLocal commercial', 'Etat\nBon état': 'Etat\nBon état'}",{'Ascenseur': 'Ascenseur'}
Prix à consulter,110 m²,2 Pièces,5 Chambres,3 Salles de bains,Bournazil à Casablanca,"Appartement à vendre dyar el wafa bournazel
Appartement à vendre sur casa surface 110 m. 4 chambres et salon marocain. La cuisine avec un balcon et 3 salles de bains. Rez de chaussée.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nÀ rénover': 'Etat\nÀ rénover', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans'}","{'Terrasse': 'Terrasse', 'Chambre rangement': 'Chambre rangement', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Antenne parabolique': 'Antenne parabolique'}"
1 900 000 DH,120 m²,5 Pièces,3 Chambres,2 Salles de bains,Maârif Extension à Casablanca,"Bel appartement à vendre, maarif extension
Ref AV682yac / BEL APPARTEMENT à vendre, 120 m2, 1 suite et 2 chambres, MAARIF EXTENSION, 1,9 MDH

Au 3ème étage d'une Résidence Fermée et Sécurisée, Récente et très bien entretenue

Au Calme total, tout en étant dans un emplacement central à proximité des Commerces

Superficie de 120 m2 habitable

- Beau Salon ouvert sur grand Balcon
- suite Parentale avec sdb (douche)
- 2 chambres enfants avec Sdb (douche)
- cuisine avec buanderie
- 1 place au garage de 10 m2

Prix : 1 900 000 DH
Frais d’agence 2,5% HT

Agence UNIVERS FONCIER
(ref du bien AV682yac)","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Étage du bien\n3ème': 'Étage du bien\n3ème'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur'}"
2 350 000 DH,141 m²,5 Pièces,3 Chambres,3 Salles de bains,Maârif Extension à Casablanca,"Appartement de 141 m2 Romandie 2 à vendre
Bonjour je vends notre appartement de 141 mètres carrés avec une place de parking titrée de 12 mètres carrés.
Il est au 3eme étage et dispose de 3 chambres, un grand salon, une grande cuisine, 2 salles de bain avec toilette et des toilettes à l’entrée.
Il est très lumineux, et dispose de plusieurs rangements, avec un balcon aussi.
Il est situé à Casablanca à la résidence romandie 2, au 3ème étage.

M’appeler si intéressé, je ne réponds pas aux SMS","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Étage du bien\n3ème': 'Étage du bien\n3ème', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge'}"
1 020 000 DH,67 m²,1 Pièce,1 Chambre,1 Salle de bain,Les Hôpitaux à Casablanca,"Studio à vendre quartier des haupitaux résidenc
Grand studio 67 m2 à vendre quartier des haupitaux 2 étage avec ascenseur garage et parquing résidence grand salon cuisine isolé avec biondrie chambre à coucher et debarat salle de bains prix de vente 1020000 dh pour habitation ou investir loyer à partir 7500 dh meublé contacter Agent immobilier","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée'}"
1 270 000 DH,68 m²,6 Pièces,1 Chambre,2 Salles de bains,Racine à Casablanca,"Studio à vendre à Racine
Avis aux investisseurs : studio à la vente Racine, proche bd Massira

68 m2
1 suite parentale
1 Sdb avec douche italienne sanitaires de réception
1 cuisine américaine
️ 1 place de parking

Les du studio :
localisation prime, proche des commodités et calme
Lumière naturelle : orienté Sud Est
Attractivité assurée pour les éventuels locataires (longue et courte durée)
grande Terrasse
Bon rendement locatif
prestations modernes et de qualité : entièrement refait récemment (plomberie, étanchéité…), cuisine entièrement équipée, marbre créma dans la kitchenette et Séjour, Climatisation réversible

Tailored Immo vous propose à la vente ce superbe studio à la vente, de 68 m2 au 1 er étage, idéalement situé dans le quartier de Racine . Il offre un cadre de vie confortable et convivial. Cet appartement bénéficie également d’un emplacement privilégié à proximité des commerces et des transports en commun.

Il se compose de :
- Une entrée spacieuse
- Des sanitaires de réception
- Un séjour lumineux, spacieux. Possibilité d’aménager 2 espaces de vie.
- Une suite parentale avec rangements, et une salle d’eau (douche à l’italienne)
- Une belle terrasse de 18 m2 disposant d’un espace barbecue et d’une petite fontaine
- Une cuisine américaine full équipée : triptyque, plan de travail, frigo encastré
- 1 place de garage

Prix de vente :
- 1 270 000 dhs si vendus avec meubles
honoraires : 2,5% HT # montant de la vente

️Pour plus d’informations, n’hésitez pas à nous contacter","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Climatisation': 'Climatisation'}"
930 000 DH,64 m²,3 Pièces,2 Chambres,1 Salle de bain,Ain Chock à Casablanca,"Un joli appartement à vendre
Joli appartement meublé à californie presque neuf bien ensoleillé et bien situé à vendre","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n2ème': 'Étage du bien\n2ème', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Chambre rangement': 'Chambre rangement', 'Meublé': 'Meublé', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Climatisation': 'Climatisation', 'Cuisine équipée': 'Cuisine équipée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver'}"
