price,surface,piece,rooms,bathroom,address,description,more_features_1_dict,more_features_2_dict
1 650 000 DH,81 m²,3 Pièces,2 Chambres,2 Salles de bains,Maârif Extension à Casablanca,"Sublime appartement moderne au calme
LA SIGNATURE REALTY GROUP vous propose à la vente un magnifique appartement de 81 m2 avec place de garage, au sein d'une résidence de haut standing en plein coeur du quartier RIVIERA, au calme.


- Il se compose comme suit:


- 1 Salon avec et coin salle à manger avec.
- 1 suite parentale avec salle de bain haut de gamme et dressing .
- 1 chambre spacieuse avec placards
- 1 Cuisine fermée équipée
- 1 lave main invités avec douche
- 1 place de garage


N’hésitez pas à nous appeler pour programmer votre visite.


LA SIGNATURE REALTY GROUP

- Hon. agence :
Vente : 2.5% TVA (20%)
Location : 1 mois d","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n2ème': 'Étage du bien\n2ème', 'Orientation\nOuest': 'Orientation\nOuest', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}"
1 135 000 DH,45 m²,2 Pièces,1 Chambre,1 Salle de bain,Les princesses à Casablanca,"Exceptionnel Studio Ultra Moderne Idéal Pour Incestissement Locatif
La SIGNATURE REALTY GROUP vous propose à la vente ce Magnifique STUDIO Neuf de 45 m2, au 2 em étage, situé dans une résidence de trés haut standing au coeur de casablanca, LES PRINCESSES.

Ce ravissant studio saura vous séduire par sa pièce à vivre lumineuse et ouverte .

Il est composé comme suit :

- Une belle réception donnant sur un balcon avec coin salle a manger
- Une chambre avec placards
- Une salle de bain moderne avec douche italienne et sanitaires haut de gamme.
- Une cuisine américaine equipee


Situé au sein d'un quartier animé avec de nombreux restaurants et commerces, cet appartement conviendra parfaitement à un jeune couple .

LA SIGNATURE REALTY GROUP

- Hon. agence :
Vente: 2,5 % HT
Location : 1 Mois de loyer HT","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'Étage du bien\n2ème': 'Étage du bien\n2ème', 'Orientation\nOuest': 'Orientation\nOuest', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Cuisine équipée': 'Cuisine équipée'}"
Prix à consulter,4000 m²,,,,Hay Lmkansa à Casablanca,"Vente terrain oulad haddou
Terrain de 4000 m2 à vendre DANS L'INDIVISION, prix 1000 dh le m2 négiciable. Titres numeros: 14686C et 14685C. Contact par émail et tél aprés si sérieux",{'Type de bien\nTerrain': 'Type de bien\nTerrain'},{}
1 870 000 DH Baisse du prix 100 000 DH,124 m²,4 Pièces,3 Chambres,2 Salles de bains,Palmier à Casablanca,"TOP AFFAIRE Appt 3ChS Balcon cour Garage Palmier
A vendre appartement trois chambres Salon, Neuf, très haut standing de 124m2 au 1er étage, dans une résidence avec ascenseur, concierge et garage titré.

--Salon spacieux
--Suite parentale comprenant chambre à coucher avec placards et salle de bain privative, ouvrant sur balcon
--Deux autres chambres avec placard dont une ouvrant sur balcon et l'autre sur cour de 15m2
--2ème salle de bain avec cabine de douche
--Garage titré

-Climatisation

Résidence neuve, calme et proche de toutes commodités","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Étage du bien\n4ème': 'Étage du bien\n4ème', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon européen': 'Salon européen', 'Cheminée': 'Cheminée', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}"
2 250 000 DH,118 m²,4 Pièces,3 Chambres,2 Salles de bains,Les Hôpitaux à Casablanca,"Appartement neuf meublé à vendre Maarif
Appartement neuf meublé haut standing au sein d'une résidence fermée avec - salle de sport, salle d'événements, jardin et air pour enfants réservés aux résidents -
Composé de :
- Salon
- Salle à manger
- Suite parentale avec dressing et Sdb
- Salle de bain
- 3 chambres
- Cuisine équipée
- Place parking titrée","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Meublé': 'Meublé', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver', 'Micro-ondes': 'Micro-ondes'}"
2 850 000 DH,151 m²,4 Pièces,2 Chambres,2 Salles de bains,Racine à Casablanca,"Appartement terrasse à Racine dernier étage refait à neuf
Je vends mon appartement à Racine au Rond Point des sports. Totalement refait à neuf.

Appartement au 5e et dernier étage. Il se compose de :

• Une grande entrée

• 2 chambres avec dressing

• 2 salles de bain

• Une grande pièce de vie avec cuisine américaine

Appartement refait de fond en comble, plafond, sol, électricité, plomberie, cuisine, terrasse.

Résidence de standing en parfait état avec gardien sur place qui est adorable. Ascenseur, interphone avec caméra.

Total titré 151m2

96 intérieur

26m2 de terrasse

Parking (meilleur place du parking possibilité de mettre 2 voitures serrées) et box titré

Prix de vente : 2,85M dhs","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n5ème': 'Étage du bien\n5ème', 'Orientation\nOuest': 'Orientation\nOuest'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Salon européen': 'Salon européen', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Cuisine équipée': 'Cuisine équipée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver'}"
1 710 000 DH,129 m²,4 Pièces,3 Chambres,2 Salles de bains,Val Fleury à Casablanca,"Appartements a vendre A VAL FLEURI SUP 129 M
Amal Immobilier vous offre cet appartement a vendre a plein val fleuri endroit très prisé un appartement très ensoleillé troisième étage , immeuble haut standing standing composé de double salon avec un plus espace salle à manger appartement moderne sup 129m 2 salons 3 chambres dans chambre parentale avec sa salle de bain salle de bain pour les deux chambres cuisne modene avec buanderie a 185 millions leg neg interessé
interesse me contacter t 0661-200780","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n5-10 ans': 'Etat du bien\n5-10 ans', 'Étage du bien\n2ème': 'Étage du bien\n2ème', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Piscine': 'Piscine', 'Concierge': 'Concierge', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Cheminée': 'Cheminée', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}"
5 750 000 DH,490 m²,4 Pièces,5 Chambres,3 Salles de bains,La Floride à Casablanca,"Villa vendre lot lina Casanear shore 490 M
Villa a vendre a lotissement lina casa near shore sup 490m
Villa angles trois niveaux
superficie construiet 180 150 150
composé d'une réception avec trois salons
cheminée
hall salle à manger

au rez-de-chaussée
trois chambres dans chambre parentale avec sa salle de bain salle de bain
lave main inviter
cuisine équipée

Étage
avec grande réception de trois salons et
deux chambres dont une parentale avec sa salle de bain
cuisine équipée avec buandrie
et accès à la terrasse
Grand jardin avec piscine
très bonne orientation trois façade orientation est Sud-Ouest

C'est Villa Hay Hana vente au prix de 5 700 000 dirhams peu négociables environ 11500 DH /m2 construite

Si vous êtes intéressé merci de me contacter Monsieur BENNANI téléphone 06 61 200 780","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Piscine': 'Piscine', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Cheminée': 'Cheminée', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Machine à laver': 'Machine à laver'}"
1 870 000 DH,150 m²,4 Pièces,3 Chambres,2 Salles de bains,Bourgogne Ouest à Casablanca,"Vend joli apart neuf 3 ch2 sdb grande terrasse
CASABLANCA BOURGOGNE VEND JOLI APPARTEMENT 3 CH2 SDB TERRASSE

Maroc, Casablanca, Bourgogne centre à saisir appartement de 110 m² avec immense terrasse ensoleillée de 40m².

Ce logement récent se trouve dans une rue dynamique d’un des meilleurs quartiers de la ville.

Bien distribué il est entierement tourné autour de sa terrasse exposé plein sud.

DESCRIPTIF :

1. Entrée
2. Salon
3. Cabinet de toilette invitée
4. Suite parentale avec sa SDB
5. Chambre enfant avec placards
6. Chambre climatisée
7. Cuisine moderne bien équipée
8. Vaste terrasse ombragée

L’appartement très confortable dispose de rideaux électriques, climatisation, de nombreux rangements et d’un Parking titré.

Petite copropriété bien gérée avec Ascenseur et Concierge

Prix justifié 1 870 000 MAD

RDV pour visite contactez nous

www.nourreska.com","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Meublé': 'Meublé', 'Salon Marocain': 'Salon Marocain', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver', 'Micro-ondes': 'Micro-ondes'}"
25 271 DH,190 m²,1 Salle de bain,,,Palmier à Casablanca,"PLATEAU DE BUREAU LPB620 de190M2 au palmier
Référence : LPB 00620

Location d'un plateaux de bureau à Casablanca a France vile sur boulevard abedemoumene d'une superficie de 190 m² au 2 ème étage sécurisé , câblage téléphonique , réseau , cloison , salle d'eau , terrasse ,dans un meuble professionnelle avec ascenseur .

loyer mensuel de : 25 000 DHs

Pour plus d’information n’hésitez pas de nous contacter","{'Type de bien\nBureau': 'Type de bien\nBureau', 'Etat\nBon état': 'Etat\nBon état'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité'}"
