price,surface,piece,rooms,bathroom,address,description,more_features_1_dict,more_features_2_dict
2 350 000 DH,119 m²,5 Pièces,3 Chambres,3 Salles de bains,Triangle d'Or à Casablanca,"Joli appartement à vendre sur triangle d’or
AAQAR TRANSACTION vous propose à la vente ce joli appartement situé au 3ème étage d’un immeuble bien entretenu en plein TRIANGLE DOR à côté de MAXMARA .
D’une superficie de 119 m2 il se compose :
- double salon avec coin cheminée
- hall
- salle d’eau pour les invités
- suite parentale avec salle de bain , placards et balcon .
- 2 chambres à coucher avec placards
- salle de bain
- cuisine Indépendante
- place au garage attribué numéroté

L’appartement est disponible immédiatement.

- Hon. agence:
Vente: 2.5% TVA (20%)
Location : 1 mois de loyer.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n3ème': 'Étage du bien\n3ème'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Meublé': 'Meublé', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Cheminée': 'Cheminée', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four'}"
13 900 000 DH,957 m²,,,,Anfa à Casablanca,"Terrain à vendre pour villa à Anfa
OPPORTUNITÉ À RARE
EMPLACEMENT UNIQUE

Terrain de 957 m² sur une rue calme avec une très belle façade, pour construire la villa de vos rêves. Dans le quartier très prisé de Chantilly à Anfa.
À quelques minutes de la corniche, proche de plusieurs commodités et tous les principaux centres d'intérêts de la ville.",{'Type de bien\nTerrain': 'Type de bien\nTerrain'},{}
2 600 000 DH,125 m²,1 Pièce,3 Chambres,2 Salles de bains,Oasis sud à Casablanca,"Appartement à vendre à Oasis Casablanca
Appartement à vendre à Oasis Casablanca
Superficie habitable 125 m² et 30 m² terrasse
Prix 2 600 000 Dh","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}"
14 200 000 DH,1350 m²,3 Pièces,5 Chambres,4 Salles de bains,Oasis à Casablanca,"Villa isolé au quartier CGI casablanca
Villa isolé au quartier CGI casablanca
Superficie 1350 m²
5 chambres
Prix 14 200 000 Dh","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nBon état': 'Etat\nBon état'}",{}
560 000 DH,40 m²,2 Pièces,1 Chambre,1 Salle de bain,Ain Borja à Casablanca,"Beau studio à vendre à Ibn tachfine Casablanca
Aaqar Partners vous propose un superbe studio neuf, jamais occupé, situé dans une résidence moderne Eden square au boulevard Ibn tachfine Casablanca.

Ce studio charmant, aux belles finitions, vous séduira par ses espaces lumineux. Il comprend :
⁠Un salon
Une chambre
Une douche
Une cuisine américaine équipée
Une douche

Pour plus d'informations ou pour visiter contactez-nous","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an""}","{'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}"
780 000 DH,40 m²,1 Pièce,1 Chambre,1 Salle de bain,Bourgogne Ouest à Casablanca,"Vente d'un magnifique studio à Bourgogne
Aaqar Partners vous propose à la vente ce magnifique studio neuf jamais habité, situé dans une résidence moderne et neuve en plein coeur de bourgogne.

Ce charmant studio avec de belles finitions, saura vous séduire par ses espaces lumineux. Il se compose de :

•⁠ ⁠Un salon
•⁠ ⁠Une chambre
•⁠ ⁠Une douche
•⁠ ⁠Une cuisine américaine équipée
•⁠ ⁠Une douche
•⁠ ⁠Une place de parking au garage

Pour plus d'informations ou pour visiter contactez-nous

Référence du bien: CA019","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau'}","{'Garage': 'Garage', 'Concierge': 'Concierge', 'Meublé': 'Meublé', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Cuisine équipée': 'Cuisine équipée'}"
937 000 DH,85 m²,3 Pièces,2 Chambres,2 Salles de bains,Aïn Sebaâ à Casablanca,"Appartements à vendre 85 m² à Casablanca Ain Sebaa
La nouvelle résidence Luxoria Ain Sebaa ouvre ses portes. Profitez des offres de lancement.

- Finitions Haut Standing.
- Appartements de 2 chambres ou 3 chambres à partir de 937.000 dhs.
- Place de parking titrée incluse pour chaque appartement.
- Résidence fermée et sécurisée.
- Patio végétalisé.
- Vue dégagée offrant une atmosphère sereine et paisible.
- Emplacement stratégique et idéal à seulement 10 minutes du centre de Casablanca, avec une proximité immédiate aux commodités, commerces et services.

Témoin disponible.

Contactez-nous dès maintenant pour planifier une visite.
Joignable sur WhatsApp et appel téléphonique.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an""}","{'Terrasse': 'Terrasse', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}"
595 000 DH,43 m²,1 Salle de bain,,,Hay Mohammadi à Casablanca,"Magnifique bureau à vendre à Ibnou tachfine
Des Magnifiques bureaux neuf à vendre à Ibnou tachfine dans un immeuble neuf, fermé et sécurisé
Finitions Haut Standing.
Place de parking
Emplacement stratégique et idéal à seulement 5 minutes du centre de Casablanca, avec une proximité immédiate aux commodités, commerces et services.
Disponibilité immédiate.

Contactez-nous dès maintenant pour planifier une visite.

A noter que Aaqar partners est commercialisateur exclusif et ne prend aucunes commissions à l'acheteur.","{'Type de bien\nBureau': 'Type de bien\nBureau', 'Etat\nNouveau': 'Etat\nNouveau', 'Étage du bien\n3ème': 'Étage du bien\n3ème'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}"
1 750 000 DH,92 m²,2 Pièces,2 Chambres,2 Salles de bains,Oasis à Casablanca,"Vente d'un super Appartement de luxe 92 m² à Oasis
Faites le choix du luxe et de la sérénité en optant de vivre dans le quartier Oasis. La Gracieuse, est une résidence moderne alliant confort et raffinement sans vis-à-vis.

- Chambres/Salon d’une superficie de 92m2 a partir de 1,750,000 Dhs
- Chambres/Salon d’une superficie de 120 m2 a partir de 2,400,000 Dhs

- Livraison immédiate
- Résidence sécurisée
- Domotique
- Climatisation gainable avec zoning par pièce
- Aluminium Sepalumic
- Isolation thermique et phonique
- Marbre blanc grand format
- Boiserie noyer
- Sanitaire de luxe
- Parking titré

Appelez des maintenant pour réserver votre visite.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'Type du sol\nParquet': 'Type du sol\nParquet'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Salon européen': 'Salon européen', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}"
660 000 DH,77 m²,3 Pièces,2 Chambres,1 Salle de bain,Sidi Maârouf à Casablanca,"شقة للبيع قرب سوق القريعة appart à vendre souk koreaa
A vendre : appartement au premier étage d'une superficie de 66 m2 plus 12 m2, idéalement situé près du célèbre marché 19ri3a derb sultan de Casablanca.
Cette propriété offre une accessibilité remarquable à toutes les commodités, y compris bien sûr, le marché. Doté de deux chambres spacieuses, et salon lumineux","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Étage du bien\n1er': 'Étage du bien\n1er'}","{'Chambre rangement': 'Chambre rangement', 'Meublé': 'Meublé', 'Salon européen': 'Salon européen', 'Réfrigérateur': 'Réfrigérateur', 'Machine à laver': 'Machine à laver', 'Micro-ondes': 'Micro-ondes'}"
2 000 000 DH,163 m²,4 Pièces,3 Chambres,2 Salles de bains,Les Hôpitaux à Casablanca,"Appartement de 163m2 au quartier des hôpitaux
A vendre à Casablanca, un grand appartement de 163m2 au quartier des hôpitaux sud bd Moulay Idriss 1er, comprenant :
- un triple salon moderne avec coin cheminée
- 3 grandes chambres dont une suite parentale
- une salle de bain avec baignoire
- une grande cuisine
- des toilettes invités à l'entrée
- 2 places de parkings titrées

la résidence est située à proximité de toutes les commodités: supermarchés, centres commerciaux, écoles, transports humains, Tram, médecins, pharmacie, salles de sport...","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n5ème': 'Étage du bien\n5ème', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Cheminée': 'Cheminée', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}"
1 050 000 DH,36 m²,3 Pièces,1 Chambre,1 Salle de bain,Racine à Casablanca,"Racine/a vendre appartement neuf haut de gamme
Dans une impasse calme au cœur du prestigieux quartier Racine, découvrez cet appartement tout neuf à la vente, idéal pour un pied-à-terre ou un investissement. Situé dans un immeuble moderne et haut de gamme, cet appartement de 36 m² offre des finitions raffinées et un agencement optimisé.

L’entrée mène à un espace salon lumineux avec cuisine ouverte, créant une ambiance conviviale et fonctionnelle. La chambre à coucher dispose de sa propre salle de bain, apportant confort et intimité.

Ce bien bénéficie également de la climatisation réversible pour un confort thermique en toute saison, ainsi que d’une place de parking titrée.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an""}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage'}"
3 300 000 DH,224 m²,1 Pièce,4 Chambres,3 Salles de bains,Maârif à Casablanca,"Appartement d'exception a vendre a maarif extentio
Marocapital Invest vous propose en exclusivité cet appartement de prestige, traversant et orienté est/sud-ouest, idéalement situé dans le quartier prisé de Maarif Extension, au sein de la résidence sécurisée Romandie 2. Un bien rare à Casablanca, offrant une vue imprenable !

Caractéristiques de l’appartement :
• Superficie : 224 m² habitables avec un petit espace extérieur
• 4 chambres spacieuses, dont une suite parentale
• 1 grand salon lumineux
• Cuisine en bois de haute qualité
• 3 salles de bain
• Traversant, orienté est/sud-ouest, avec une superbe luminosité
• Vue panoramique sans vis-à-vis sur la mer, la ville de Casablanca, et la Mosquée Hassan II
• 2 places de parking titrées

Avantages supplémentaires :
• Résidence bien entretenue, sécurisée, avec piscine et proche de toutes commodités
• Ravalement de façade déjà payé par le propriétaire actuel
• Prix attractif : 3,3 millions de dirhams, frais d’agence inclus (prix du marché : 3,6 millions de dirhams hors frais d’agence)
• Exclusivité Marocapital Invest – première offre acceptée, premier servi !","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état'}","{'Garage': 'Garage', 'Piscine': 'Piscine', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Sécurité': 'Sécurité'}"
